year,governorate_1,governorate_2,planned,joint_statement,unspecified_JO,gov_collaboration,affiliates,parent_group,operations_room,big_bomb,target_class,target_class2,target_class3,target_class4,claim_source,notes,ose_claim_id,ose_date,frenemie_id,claim_full_text,Compound_Claim,Subject_Full_Name,subject,Object_Full_Name,object ,Posting_Full_Name,posting,type1,type2,type3,Pos_Existing_Ties,Neg_Existing_Ties,Duplicate,Frenemy_Notes,Interesting_Flag,Coder_ID,Skip
NA,.,,,no,,no,,,NA,no,.,.,.,.,other,discussion of reopening the JAF operations room,TRW2017121611509541,2017-12-16,1161,"on 14 december, ""abdelhaq"" tweeted: ""a large number
 
 of prisoners of tahrir al-sham corps held by ahrar al-sham [islamic
 
 movement] have been released, and a number of ahrar [al-sham] prisoners
 
 were released from the prisons of the corps. the corps also handed over
 
 a number of areas -- it recently seized control of -- to al-zanki [nur
 
 al-din al-zanki movement], and things are heading toward reactivating
 
 the jaysh al-fath operations room. [from] the media operative abu-faysal
 
 al-idlibi."" in addition, the syrian observatory for human rights website
 
 posted a report relating that ""tahrir al-sham corps released several
 
 members of ahrar al-sham islamic movement, including a commander.""
 
 according to the report, ""a meeting was held by the large factions
 
 operating in the western and eastern countryside of aleppo and idlib
 
 province and was attended by tahrir al-sham corps, nur al-din al-zanki
 
 movement, and other factions, which were previously at war,"" in which
 
 the factions agreed to ""return the weapons and bases seized by each
 
 party to its former owners and to release the prisoners.""",,Ahrar al-Sham ,ASIM,Tahrir al-Sham,HTS,,,Prisoner_Exchange,,,,,,"ASIM releases HTS prisoners. HTS releases prisoners of ASIM including a commander. . Talks between HTS, NADAZM and other factions. 3 obsv. ",,ANS,.
NA,.,,,no,,no,,,NA,no,.,.,.,.,other,discussion of reopening the JAF operations room,TRW2017121611509541,2017-12-16,1161.1,"on 14 december, ""abdelhaq"" tweeted: ""a large number
 
 of prisoners of tahrir al-sham corps held by ahrar al-sham [islamic
 
 movement] have been released, and a number of ahrar [al-sham] prisoners
 
 were released from the prisons of the corps. the corps also handed over
 
 a number of areas -- it recently seized control of -- to al-zanki [nur
 
 al-din al-zanki movement], and things are heading toward reactivating
 
 the jaysh al-fath operations room. [from] the media operative abu-faysal
 
 al-idlibi."" in addition, the syrian observatory for human rights website
 
 posted a report relating that ""tahrir al-sham corps released several
 
 members of ahrar al-sham islamic movement, including a commander.""
 
 according to the report, ""a meeting was held by the large factions
 
 operating in the western and eastern countryside of aleppo and idlib
 
 province and was attended by tahrir al-sham corps, nur al-din al-zanki
 
 movement, and other factions, which were previously at war,"" in which
 
 the factions agreed to ""return the weapons and bases seized by each
 
 party to its former owners and to release the prisoners.""",,Tahrir al-Sham,HTS,Nur al-Din al-Zenki Movement,NADAZM,,,Negotiations,,,,,,"ASIM releases HTS prisoners. HTS releases prisoners of ASIM including a commander. . Talks between HTS, NADAZM and other factions. 3 obsv. ",,ANS,.
NA,.,,,no,,no,,,NA,no,.,.,.,.,.,.,TRW2017122335664632,2017-12-23,1163,"at 1937 gmt on 22 december, twitter user ""abo alkasem"" tweeted an embedded image of a statement issued by the corps titled ""damascus's al ghutah: patience and steadfstness."" in this statement, tahrir al-sham corps asserts its continued presence in al ghutah ""despite all hardships and strife"" and accuses jaysh al-islam, the largest faction in that region, of being an ""unjust oppressor that pursues and kills the mujahideen.""",,Tahrir al-Sham,HTS,Jaysh al-Islam,JAI,,,Critique,,,,,,HTS critqiues JAI (statement calls them the largest faction in al-ghutah),,ANS,.
2018,Idlib,Hama,no,yes,no,no,no,no,yes,no,UBI,NA,NA,NA,other,"formation of operations room; group members launched counteroffensive, unclear who is opposing group",LIL2018011232635409,2018-01-12,1171,"according to opposition sources on 11 january, the main factions that had formed the operation room leading the counteroffensive in idlib and hama were the faylaq al-sham, jaysh al-nasr, jaysh idlib al-hurr, jaysh al-nukhba and al-jaysh al-thani.",,faylaq al-sham; jaysh al-nasr; jaysh idlib al-hurr; jaysh al-nukhba; al-jaysh al-thani,FayAS; JAN; Jidlib; ANA; AJAL,Counter Offensive OR,COOR,,,JOR,,,,,,"counter offensive OR is FayAS, JAN, Jidlib, ANA, AJAL",,ANS,.
NA,.,,,no,,no,,,NA,no,.,.,.,.,.,.,TRW2018011668241290,2018-01-16,1172,"at 1821 gmt on 14 january, twitter user ""muhammad"" tweeted an embedded screenshot of a telegram post by the account of abu al-fath al-farghali praising corps fighters ""stationed for more than 100 days"" on fronts they were said to have withdrawn from, suffering losses ""including of commanders"" and being drained on ""another axis, that of northern hamah."" he praises the turkistan islamic party, ""a founding component of the tahrir al-sham corps"" for their role in the ""idlib and hamah sectors,"" as well as ""those who participated among the free [syrian] army.""",,,,Tahrir al-Sham; Turkistan Islamic Party; Free Syrian Army,HTS; TIP; FSA,,,Gen_Pos,,,,,,praise for HTS and TIP and FSA,,ANS,.
NA,.,,,no,,no,,,NA,no,.,.,.,.,.,.,TRW2018011668241290,2018-01-16,1173,"at 1051 gmt on 16 january, twitter user ""abu-'abd al-rahman"" tweeted an embedded link to an article by shaykh 'abd al-rahim 'atun aka abu-'abdallah al-shami, senior tahrir al-sham corps sharia committee member, titled ""message to the syrian islamic council."" it responds to a syrian islamic council statement titled ""statement concerning free syrian army factions' repulsion of regime aggression in the syrian north"" that accuses the tahrir al-sham corps of ""swiftly withdrawing and handing regions over to the regime without"" fighting and of ""looting from the region's factions and disarming them"" and, by contrast, praises the free syrian army for fending off the regime attacks. 'atun's response attacks the syrian islamic council for ""false rulings and invalid accusations"" and for ""double standards"" when talking about factions. he gives a detailed refutation of the charges. ose is processing this item separately as trw2018011660646347.",,Syrian Islamic Council,SIC,Tahrir al-Sham,HTS,,,Critique,,,,,,Harsh critique of HTS by the syrian islamic council saying that they didn't fight and that they looted the area. Praise for FSA ,,ANS,.
NA,.,,,no,,no,,,NA,no,.,.,.,.,.,.,TRW2018011668241290,2018-01-16,1173.1,"at 1051 gmt on 16 january, twitter user ""abu-'abd al-rahman"" tweeted an embedded link to an article by shaykh 'abd al-rahim 'atun aka abu-'abdallah al-shami, senior tahrir al-sham corps sharia committee member, titled ""message to the syrian islamic council."" it responds to a syrian islamic council statement titled ""statement concerning free syrian army factions' repulsion of regime aggression in the syrian north"" that accuses the tahrir al-sham corps of ""swiftly withdrawing and handing regions over to the regime without"" fighting and of ""looting from the region's factions and disarming them"" and, by contrast, praises the free syrian army for fending off the regime attacks. 'atun's response attacks the syrian islamic council for ""false rulings and invalid accusations"" and for ""double standards"" when talking about factions. he gives a detailed refutation of the charges. ose is processing this item separately as trw2018011660646347.",,Syrian Islamic Council,SIC,Free Syrian Army,FSA,,,Gen_Pos,,,,,,Harsh critique of HTS by the syrian islamic council saying that they didn't fight and that they looted the area. Praise for FSA ,,ANS,.
NA,Aleppo,,,no,,no,,,NA,no,.,.,.,,other,"New group code, coded yes for frenemies because says KGT is aligned with HTS",TRW2018011909259366,2018-01-19,1175,"on 17 january, ""ibn nabih"" tweeted in english on a ""new"" faction ""active in [the] aleppo region called katibat al-ghuraba' al-turkistaniyyah [turkistani foreigners battalion]."" the tweets were accompanied by several photos depicting the group's fighters ""stationed on the al lirmun front in the western aleppo countryside"" and ""setting out to storm tallat ash shahid in the southern aleppo countryside."" according to @ibnnabih1, ""like tip [the turkistan islamic party], they seem aligned with hts [tahrir al-sham corps] but [are] formally independent.""",,,,"Katibat al
Ghuraba al
Turkistan",KGT,,,Formal_Alliance,,,,,,"new faction in Aleppo, KGT they seem aligned with HTS but are independent. ",,ANS,.
NA,Aleppo,,,no,,no,,,NA,no,.,.,.,,direct_quote,.,TRW2018011909259366,2018-01-19,1176,"on 18 january, ""murasil ahrar al-sham"" , the account of an ahrar al-sham islamic movement ""correspondent,"" tweeted a statement bearing the ahrar al-sham logo in which the ""mujahideen of the ibn taymiayah battalions operating in the town of darat 'izzah in the aleppo countryside"" announce their ""renewed pledge of allegiance to the ahrar al-sham islamic movement led by brother hasan sufan abu-al-bara'."" the statement is signed by one ""abu-'abd-al-rahman qasim.""",,Ibn Taymiayah Battalions,IBNTaymi,Ahrar al-Sham,ASIM,,,Merger,,,,,,IBNTaymi pledges to ASIM,,ANS,.
NA,NA,,,no,,no,,,NA,no,.,.,.,,direct_quote,.,TRW2018011909259366,2018-01-19,1177,"on 18 january, ""'ali shakardi"" tweeted a statement in which the thuwwar al-sham battalions announces that it ""has merged with the nur al-din al-zanki movement"" to ""close the ranks, especially at this stage, and to commit to the constituents of victory."" the statement urges ""the other factions to unite the word and close the ranks to face the schemes being hatched against our blessed revolution.""",,Thuwwar al-sham battalion,ThASB,Nour al-Din Al-zenki ,NADAZM,,,Merger,,,,,,ThASB merged with NADAZM.,,ANS,.
NA,Aleppo,,,no,,no,,,NA,no,.,.,.,,indirect_quote,"This group used to be part of the FSA units 2014, no info about it being an independent group online so did not make a new group code",TRW2018011909259366,2018-01-19,1178,"on 18 january, ""ahmad rizq"" tweeted a statement attributed to the ""bayariq al-islam brigade operating in the western countryside of aleppo"" announcing the group's ""full merger within the ranks of our brothers in the nur al-din al-zanki movement and our commitment to work hand-in-hand with the movement to protect our people and bring down the criminal regime.""",,Bayariq al-Islam Brigade,BayANB,Nour al-Din Al-zenki ,NADAZM,,,Merger,,,,,,BayANB joings NADZAM,,ANS,.
2018,.,,no,no,no,no,no,.,no,no,,,,,direct_quote,,TRW2018011909259366,2018-01-19,1179,"on 18 january, ""husam salamah"" , the account of husam salamah, an ahrar al-sham commander, tweeted: ""the saraqib revolutionaries front has joined the free idlib army, and thuwwar al-sham and other battalions [joined] nur al-din al-zanki, and ibn taymiyah battalions has renewed its pledge of allegiance to ahrar al-sham. these are all steps in the right direction which help in rallying the revolutionaries and putting an end to the state of divisions, which every honorable free revolutionary is hoping for.""",,Ahrar al-Sham,ASIM,saraqib revolutionaries front; free idlib army; thuwwar al-sham; nur al-din al-zanki; ibn taymiyah battalions; ahrar al-sham,SarRF; FIA; ThASB; NADZAM; IBNTaymi; ASIM,Ahrar al-Sham,ASIM,Congratulations,,,,,,"AASG commander praises the following : SarRF joined FIA. ThASB joined NADZAM, IBNTaymi renewed with ASIM",,ANS,.
2018,.,,no,no,no,no,no,.,no,no,,,,,direct_quote,,TRW2018011909259366,2018-01-19,1179.1,"on 18 january, ""husam salamah"" , the account of husam salamah, an ahrar al-sham commander, tweeted: ""the saraqib revolutionaries front has joined the free idlib army, and thuwwar al-sham and other battalions [joined] nur al-din al-zanki, and ibn taymiyah battalions has renewed its pledge of allegiance to ahrar al-sham. these are all steps in the right direction which help in rallying the revolutionaries and putting an end to the state of divisions, which every honorable free revolutionary is hoping for.""",,saraqib revolutionaries front,SarRF,Free Idlib Army,FIA,Ahrar al-Sham,ASIM,Merger,,,,,,"AASG commander praises the following : SarRF joined FIA. ThASB joined NADZAM, IBNTaymi renewed with ASIM",,ANS,.
2018,Aleppo,,no,no,no,no,no,.,no,no,,,,,direct_quote,,TRW2018011909259366,2018-01-19,1180,"on 18 january, ""majid al-rashid abu-sayyaf"" , the account of majid al-rashid, a syria-based, saudi jihadist cleric, tweeted images of two statements issued by the ""abu-al-hasan battalion operating in the town of kafr halab under the command of brother 'adnan yasin"" and the ""ansar al-din battalion operating in the town of turmanin under the command of brother abu-'abd-al-khaliq"" in which the two groups announce that they have ""merged with the ranks of nur al-din al-zanki movement.""",,abu-al-hasan battalion; ansar al-din battalion,AbAHB; ADF,Nour al-Din Al-zenki ,NADZAM,,,Merger,,,,,,two groups merge into NADZAM,,ANS,.
